"groupid","id","ymd","year","month","day","doy","yfrac","time","platform","group","n","n_bnf","lat","lon","bhvr","stage"
"Wall2014062501",1,"2014-06-25","2014",6,25,176,2014.48219178082,NA,"Wall",1,3,3,NA,NA,"BNF","A"
"Wall2014062501",2,"2014-06-25","2014",6,25,176,2014.48219178082,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014062501",3,"2014-06-25","2014",6,25,176,2014.48219178082,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014062502",4,"2014-06-25","2014",6,25,176,2014.48219178082,NA,"Wall",2,0,0,NA,NA,"TR","A"
"Wall2014062512",5,"2014-06-25","2014",6,25,176,2014.48219178082,NA,"Wall",12,4,4,NA,NA,"BNF","A"
"Wall2014062512",6,"2014-06-25","2014",6,25,176,2014.48219178082,NA,"Wall",12,0,0,NA,NA,"BNF","A"
"Wall2014062512",7,"2014-06-25","2014",6,25,176,2014.48219178082,NA,"Wall",12,0,0,NA,NA,"BNF","A"
"Wall2014062512",8,"2014-06-25","2014",6,25,176,2014.48219178082,NA,"Wall",12,0,0,NA,NA,"BNF","A"
"Wall2014062513",9,"2014-06-25","2014",6,25,176,2014.48219178082,NA,"Wall",13,1,1,NA,NA,"BNF","A"
"Wall2014062514",10,"2014-06-25","2014",6,25,176,2014.48219178082,NA,"Wall",14,3,3,NA,NA,"BNF","A"
"Wall2014062514",5,"2014-06-25","2014",6,25,176,2014.48219178082,NA,"Wall",14,0,0,NA,NA,"BNF","A"
"Wall2014062514",11,"2014-06-25","2014",6,25,176,2014.48219178082,NA,"Wall",14,0,0,NA,NA,"BNF","A"
"Wall2014062601",11,"2014-06-26","2014",6,26,177,2014.48493150685,NA,"Wall",1,4,4,NA,NA,"BNF","A"
"Wall2014062601",2,"2014-06-26","2014",6,26,177,2014.48493150685,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014062601",3,"2014-06-26","2014",6,26,177,2014.48493150685,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014062601",1,"2014-06-26","2014",6,26,177,2014.48493150685,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014062603",4,"2014-06-26","2014",6,26,177,2014.48493150685,NA,"Wall",3,0,0,NA,NA,"TR","M"
"Wall2014062605",10,"2014-06-26","2014",6,26,177,2014.48493150685,NA,"Wall",5,0,0,NA,NA,"TR","A"
"Wall2014062607",9,"2014-06-26","2014",6,26,177,2014.48493150685,NA,"Wall",7,3,3,NA,NA,"BNF","0"
"Wall2014062607",7,"2014-06-26","2014",6,26,177,2014.48493150685,NA,"Wall",7,0,0,NA,NA,"BNF","0"
"Wall2014062607",5,"2014-06-26","2014",6,26,177,2014.48493150685,NA,"Wall",7,0,0,NA,NA,"BNF","0"
"Wall2014062703",11,"2014-06-27","2014",6,27,178,2014.48767123288,NA,"Wall",3,0,0,NA,NA,"TR","A"
"Wall2014062703",5,"2014-06-27","2014",6,27,178,2014.48767123288,NA,"Wall",3,0,0,NA,NA,"TR","A"
"Wall2014062703",1,"2014-06-27","2014",6,27,178,2014.48767123288,NA,"Wall",3,0,0,NA,NA,"TR","A"
"Wall2014062703",2,"2014-06-27","2014",6,27,178,2014.48767123288,NA,"Wall",3,0,0,NA,NA,"TR","A"
"Wall2014062703",3,"2014-06-27","2014",6,27,178,2014.48767123288,NA,"Wall",3,0,0,NA,NA,"TR","A"
"Wall2014062703",4,"2014-06-27","2014",6,27,178,2014.48767123288,NA,"Wall",3,0,0,NA,NA,"TR","M"
"Wall2014062801",1,"2014-06-28","2014",6,28,179,2014.4904109589,NA,"Wall",1,8,8,NA,NA,"BNF","A"
"Wall2014062801",2,"2014-06-28","2014",6,28,179,2014.4904109589,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014062801",10,"2014-06-28","2014",6,28,179,2014.4904109589,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014062801",3,"2014-06-28","2014",6,28,179,2014.4904109589,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014062801",12,"2014-06-28","2014",6,28,179,2014.4904109589,NA,"Wall",1,0,0,NA,NA,"BNF","M"
"Wall2014062801",13,"2014-06-28","2014",6,28,179,2014.4904109589,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014062801",4,"2014-06-28","2014",6,28,179,2014.4904109589,NA,"Wall",1,0,0,NA,NA,"BNF","M"
"Wall2014062801",14,"2014-06-28","2014",6,28,179,2014.4904109589,NA,"Wall",1,0,0,NA,NA,"MI-TR","A"
"Wall2014062802",15,"2014-06-28","2014",6,28,179,2014.4904109589,NA,"Wall",2,0,0,NA,NA,"TR","A"
"Wall2014062810",16,"2014-06-28","2014",6,28,179,2014.4904109589,NA,"Wall",10,1,1,NA,NA,"BNF","A"
"Wall2014062812",17,"2014-06-28","2014",6,28,179,2014.4904109589,NA,"Wall",12,6,6,NA,NA,"BNF","A"
"Wall2014062812",1,"2014-06-28","2014",6,28,179,2014.4904109589,NA,"Wall",12,0,0,NA,NA,"BNF","A"
"Wall2014062812",14,"2014-06-28","2014",6,28,179,2014.4904109589,NA,"Wall",12,0,0,NA,NA,"BNF","A"
"Wall2014062812",5,"2014-06-28","2014",6,28,179,2014.4904109589,NA,"Wall",12,0,0,NA,NA,"BNF","A"
"Wall2014062812",2,"2014-06-28","2014",6,28,179,2014.4904109589,NA,"Wall",12,0,0,NA,NA,"BNF","A"
"Wall2014062812",7,"2014-06-28","2014",6,28,179,2014.4904109589,NA,"Wall",12,0,0,NA,NA,"BNF","A"
"Wall2014062901",1,"2014-06-29","2014",6,29,180,2014.49315068493,NA,"Wall",1,7,7,NA,NA,"BNF","A"
"Wall2014062901",2,"2014-06-29","2014",6,29,180,2014.49315068493,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014062901",8,"2014-06-29","2014",6,29,180,2014.49315068493,NA,"Wall",1,0,0,NA,NA,"BNF","0"
"Wall2014062901",3,"2014-06-29","2014",6,29,180,2014.49315068493,NA,"Wall",1,0,0,NA,NA,"BNF","0"
"Wall2014062901",14,"2014-06-29","2014",6,29,180,2014.49315068493,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014062901",10,"2014-06-29","2014",6,29,180,2014.49315068493,NA,"Wall",1,0,0,NA,NA,"BNF","0"
"Wall2014062901",5,"2014-06-29","2014",6,29,180,2014.49315068493,NA,"Wall",1,0,0,NA,NA,"BNF","0"
"Wall2014063001",18,"2014-06-30","2014",6,30,181,2014.49589041096,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014063002",2,"2014-06-30","2014",6,30,181,2014.49589041096,NA,"Wall",2,4,4,NA,NA,"BNF","A"
"Wall2014063002",1,"2014-06-30","2014",6,30,181,2014.49589041096,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014063002",3,"2014-06-30","2014",6,30,181,2014.49589041096,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014063002",14,"2014-06-30","2014",6,30,181,2014.49589041096,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014070401",19,"2014-07-04","2014",7,4,185,2014.50684931507,NA,"Wall",1,0,0,NA,NA,"TR","A"
"Wall2014070501",4,"2014-07-05","2014",7,5,186,2014.5095890411,NA,"Wall",1,0,0,NA,NA,"TR","A"
"Wall2014070801",2,"2014-07-08","2014",7,8,189,2014.51780821918,NA,"Wall",1,0,0,NA,NA,"TR","A"
"Wall2014070902",1,"2014-07-09","2014",7,9,190,2014.52054794521,NA,"Wall",2,7,7,NA,NA,"BNF","A"
"Wall2014070902",2,"2014-07-09","2014",7,9,190,2014.52054794521,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014070902",10,"2014-07-09","2014",7,9,190,2014.52054794521,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014070902",5,"2014-07-09","2014",7,9,190,2014.52054794521,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014070902",9,"2014-07-09","2014",7,9,190,2014.52054794521,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014070902",20,"2014-07-09","2014",7,9,190,2014.52054794521,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014070902",21,"2014-07-09","2014",7,9,190,2014.52054794521,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014070909",22,"2014-07-09","2014",7,9,190,2014.52054794521,NA,"Wall",9,0,0,NA,NA,"TR","M"
"Wall2014071001",9,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",1,0,0,NA,NA,"ROBUST","A"
"Wall2014071006",21,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",6,5,5,NA,NA,"BNF","0"
"Wall2014071006",5,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",6,0,0,NA,NA,"BNF","0"
"Wall2014071006",1,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",6,0,0,NA,NA,"BNF","0"
"Wall2014071006",2,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",6,0,0,NA,NA,"BNF","0"
"Wall2014071006",5,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",6,0,0,NA,NA,"BNF","0"
"Wall2014071008",23,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",8,0,0,NA,NA,"TR","M"
"Wall2014071008",24,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",8,0,0,NA,NA,"TR","A"
"Wall2014071007",1,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",7,0,0,NA,NA,"BNF","2"
"Wall2014071007",14,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",7,0,0,NA,NA,"BNF","0"
"Wall2014071010",5,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",10,5,5,NA,NA,"BNF","A"
"Wall2014071010",4,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",10,0,0,NA,NA,"BNF","M"
"Wall2014071010",5,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",10,0,0,NA,NA,"BNF","A"
"Wall2014071010",1,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",10,0,0,NA,NA,"BNF","A"
"Wall2014071010",2,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",10,0,0,NA,NA,"BNF","A"
"Wall2014071011",1,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",11,4,4,NA,NA,"BNF","A"
"Wall2014071011",2,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",11,0,0,NA,NA,"BNF","A"
"Wall2014071011",21,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",11,0,0,NA,NA,"BNF","A"
"Wall2014071011",5,"2014-07-10","2014",7,10,191,2014.52328767123,NA,"Wall",11,0,0,NA,NA,"BNF","A"
"Wall2014071102",1,"2014-07-11","2014",7,11,192,2014.52602739726,NA,"Wall",2,2,2,NA,NA,"BNF","A"
"Wall2014071102",2,"2014-07-11","2014",7,11,192,2014.52602739726,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014071103",21,"2014-07-11","2014",7,11,192,2014.52602739726,NA,"Wall",3,0,0,NA,NA,"TR","A"
"Wall2014071103",3,"2014-07-11","2014",7,11,192,2014.52602739726,NA,"Wall",3,0,0,NA,NA,"TR","A"
"Wall2014071103",5,"2014-07-11","2014",7,11,192,2014.52602739726,NA,"Wall",3,0,0,NA,NA,"TR","A"
"Wall2014071103",12,"2014-07-11","2014",7,11,192,2014.52602739726,NA,"Wall",3,0,0,NA,NA,"TR","M"
"Wall2014071104",21,"2014-07-11","2014",7,11,192,2014.52602739726,NA,"Wall",4,6,6,NA,NA,"BNF","A"
"Wall2014071104",2,"2014-07-11","2014",7,11,192,2014.52602739726,NA,"Wall",4,0,0,NA,NA,"BNF","A"
"Wall2014071104",1,"2014-07-11","2014",7,11,192,2014.52602739726,NA,"Wall",4,0,0,NA,NA,"BNF","A"
"Wall2014071104",5,"2014-07-11","2014",7,11,192,2014.52602739726,NA,"Wall",4,0,0,NA,NA,"BNF","A"
"Wall2014071104",12,"2014-07-11","2014",7,11,192,2014.52602739726,NA,"Wall",4,0,0,NA,NA,"BNF","M"
"Wall2014071104",5,"2014-07-11","2014",7,11,192,2014.52602739726,NA,"Wall",4,0,0,NA,NA,"BNF","A"
"Wall2014071201",3,"2014-07-12","2014",7,12,193,2014.52876712329,NA,"Wall",1,0,0,NA,NA,"TR","A"
"Wall2014071201",5,"2014-07-12","2014",7,12,193,2014.52876712329,NA,"Wall",1,0,0,NA,NA,"TR","A"
"Wall2014071202",3,"2014-07-12","2014",7,12,193,2014.52876712329,NA,"Wall",2,3,3,NA,NA,"BNF","0"
"Wall2014071202",12,"2014-07-12","2014",7,12,193,2014.52876712329,NA,"Wall",2,0,0,NA,NA,"BNF","0"
"Wall2014071202",4,"2014-07-12","2014",7,12,193,2014.52876712329,NA,"Wall",2,0,0,NA,NA,"BNF","0"
"Wall2014071501",8,"2014-07-15","2014",7,15,196,2014.53698630137,NA,"Wall",1,0,0,NA,NA,"ROBUST","A"
"Wall2014071901",25,"2014-07-19","2014",7,19,200,2014.54794520548,NA,"Wall",1,0,0,NA,NA,"TR","A"
"Wall2014072001",1,"2014-07-20","2014",7,20,201,2014.55068493151,NA,"Wall",1,3,3,NA,NA,"BNF","A"
"Wall2014072001",2,"2014-07-20","2014",7,20,201,2014.55068493151,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014072001",5,"2014-07-20","2014",7,20,201,2014.55068493151,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014072101",26,"2014-07-21","2014",7,21,202,2014.55342465753,NA,"Wall",1,4,4,NA,NA,"BNF","A"
"Wall2014072101",27,"2014-07-21","2014",7,21,202,2014.55342465753,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014072101",5,"2014-07-21","2014",7,21,202,2014.55342465753,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014072101",1,"2014-07-21","2014",7,21,202,2014.55342465753,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014072102",2,"2014-07-21","2014",7,21,202,2014.55342465753,NA,"Wall",2,3,3,NA,NA,"BNF","A"
"Wall2014072102",9,"2014-07-21","2014",7,21,202,2014.55342465753,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014072102",28,"2014-07-21","2014",7,21,202,2014.55342465753,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014072103",28,"2014-07-21","2014",7,21,202,2014.55342465753,NA,"Wall",3,4,4,NA,NA,"BNF","A"
"Wall2014072103",1,"2014-07-21","2014",7,21,202,2014.55342465753,NA,"Wall",3,0,0,NA,NA,"BNF","A"
"Wall2014072103",29,"2014-07-21","2014",7,21,202,2014.55342465753,NA,"Wall",3,0,0,NA,NA,"BNF","A"
"Wall2014072103",2,"2014-07-21","2014",7,21,202,2014.55342465753,NA,"Wall",3,0,0,NA,NA,"BNF","A"
"Wall2014072104",9,"2014-07-21","2014",7,21,202,2014.55342465753,NA,"Wall",4,0,0,NA,NA,"TR","A"
"Wall2014072104",26,"2014-07-21","2014",7,21,202,2014.55342465753,NA,"Wall",4,0,0,NA,NA,"TR","A"
"Wall2014072104",29,"2014-07-21","2014",7,21,202,2014.55342465753,NA,"Wall",4,0,0,NA,NA,"TR","A"
"Wall2014072104",28,"2014-07-21","2014",7,21,202,2014.55342465753,NA,"Wall",4,0,0,NA,NA,"TR","A"
"Wall2014072201",1,"2014-07-22","2014",7,22,203,2014.55616438356,NA,"Wall",1,4,4,NA,NA,"BNF","A"
"Wall2014072201",2,"2014-07-22","2014",7,22,203,2014.55616438356,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014072201",5,"2014-07-22","2014",7,22,203,2014.55616438356,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014072201",27,"2014-07-22","2014",7,22,203,2014.55616438356,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014072301",3,"2014-07-23","2014",7,23,204,2014.55890410959,NA,"Wall",1,6,6,NA,NA,"BNF","A"
"Wall2014072301",10,"2014-07-23","2014",7,23,204,2014.55890410959,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014072301",4,"2014-07-23","2014",7,23,204,2014.55890410959,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014072301",21,"2014-07-23","2014",7,23,204,2014.55890410959,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014072301",1,"2014-07-23","2014",7,23,204,2014.55890410959,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014072301",9,"2014-07-23","2014",7,23,204,2014.55890410959,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014072403",1,"2014-07-24","2014",7,24,205,2014.56164383562,NA,"Wall",3,3,3,NA,NA,"BNF","A"
"Wall2014072403",2,"2014-07-24","2014",7,24,205,2014.56164383562,NA,"Wall",3,0,0,NA,NA,"BNF","A"
"Wall2014072403",30,"2014-07-24","2014",7,24,205,2014.56164383562,NA,"Wall",3,0,0,NA,NA,"BNF","A"
"Wall2014072408",30,"2014-07-24","2014",7,24,205,2014.56164383562,NA,"Wall",8,0,0,NA,NA,"TR","A"
"Wall2014072408",29,"2014-07-24","2014",7,24,205,2014.56164383562,NA,"Wall",8,0,0,NA,NA,"TR","A"
"Wall2014072501",1,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",1,4,4,NA,NA,"BNF","A"
"Wall2014072501",2,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014072501",5,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",1,0,0,NA,NA,"BNF","A"
"Wall2014072501",10,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",1,0,0,NA,NA,"BNF","M"
"Wall2014072502",31,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",2,3,3,NA,NA,"BNF","A"
"Wall2014072502",31,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014072502",10,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014072503",10,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",3,4,4,NA,NA,"BNF","A"
"Wall2014072503",10,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",3,0,0,NA,NA,"BNF","M"
"Wall2014072503",14,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",3,0,0,NA,NA,"BNF","A"
"Wall2014072503",24,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",3,0,0,NA,NA,"BNF","A"
"Wall2014072504",20,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",4,8,8,NA,NA,"BNF","A"
"Wall2014072504",10,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",4,0,0,NA,NA,"BNF","A"
"Wall2014072504",10,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",4,0,0,NA,NA,"BNF","M"
"Wall2014072504",2,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",4,0,0,NA,NA,"BNF","A"
"Wall2014072504",30,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",4,0,0,NA,NA,"BNF","A"
"Wall2014072504",1,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",4,0,0,NA,NA,"BNF","A"
"Wall2014072504",14,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",4,0,0,NA,NA,"BNF","A"
"Wall2014072504",5,"2014-07-25","2014",7,25,206,2014.56438356164,NA,"Wall",4,0,0,NA,NA,"BNF","A"
"Wall2014072602",1,"2014-07-26","2014",7,26,207,2014.56712328767,NA,"Wall",2,4,4,NA,NA,"BNF","A"
"Wall2014072602",5,"2014-07-26","2014",7,26,207,2014.56712328767,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014072602",2,"2014-07-26","2014",7,26,207,2014.56712328767,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014072602",10,"2014-07-26","2014",7,26,207,2014.56712328767,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014072603",20,"2014-07-26","2014",7,26,207,2014.56712328767,NA,"Wall",3,0,0,NA,NA,"TR","A"
"Wall2014072604",24,"2014-07-26","2014",7,26,207,2014.56712328767,NA,"Wall",4,0,0,NA,NA,"TR","A"
"Wall2014072605",10,"2014-07-26","2014",7,26,207,2014.56712328767,NA,"Wall",5,0,0,NA,NA,"TR","M"
"Wall2014072804",32,"2014-07-28","2014",7,28,209,2014.57260273973,NA,"Wall",4,0,0,NA,NA,"TR","A"
"Wall2014072902",33,"2014-07-29","2014",7,29,210,2014.57534246575,NA,"Wall",2,0,0,NA,NA,"TR","A"
"Wall2014072908",14,"2014-07-29","2014",7,29,210,2014.57534246575,NA,"Wall",8,7,7,NA,NA,"BNF","A"
"Wall2014072908",30,"2014-07-29","2014",7,29,210,2014.57534246575,NA,"Wall",8,0,0,NA,NA,"BNF","A"
"Wall2014072908",26,"2014-07-29","2014",7,29,210,2014.57534246575,NA,"Wall",8,0,0,NA,NA,"BNF","A"
"Wall2014072908",11,"2014-07-29","2014",7,29,210,2014.57534246575,NA,"Wall",8,0,0,NA,NA,"BNF","A"
"Wall2014072908",21,"2014-07-29","2014",7,29,210,2014.57534246575,NA,"Wall",8,0,0,NA,NA,"BNF","A"
"Wall2014072908",10,"2014-07-29","2014",7,29,210,2014.57534246575,NA,"Wall",8,0,0,NA,NA,"BNF","A"
"Wall2014072908",12,"2014-07-29","2014",7,29,210,2014.57534246575,NA,"Wall",8,0,0,NA,NA,"BNF","M"
"Wall2014073106",10,"2014-07-31","2014",7,31,212,2014.58082191781,NA,"Wall",6,0,0,NA,NA,"TR","A"
"Wall2014073106",24,"2014-07-31","2014",7,31,212,2014.58082191781,NA,"Wall",6,0,0,NA,NA,"TR","A"
"Wall2014073108",21,"2014-07-31","2014",7,31,212,2014.58082191781,NA,"Wall",8,12,12,NA,NA,"BNF","A"
"Wall2014073108",26,"2014-07-31","2014",7,31,212,2014.58082191781,NA,"Wall",8,0,0,NA,NA,"BNF","A"
"Wall2014073108",7,"2014-07-31","2014",7,31,212,2014.58082191781,NA,"Wall",8,0,0,NA,NA,"BNF","A"
"Wall2014073108",3,"2014-07-31","2014",7,31,212,2014.58082191781,NA,"Wall",8,0,0,NA,NA,"BNF","A"
"Wall2014073108",34,"2014-07-31","2014",7,31,212,2014.58082191781,NA,"Wall",8,0,0,NA,NA,"BNF","A"
"Wall2014073108",5,"2014-07-31","2014",7,31,212,2014.58082191781,NA,"Wall",8,0,0,NA,NA,"BNF","A"
"Wall2014073108",4,"2014-07-31","2014",7,31,212,2014.58082191781,NA,"Wall",8,0,0,NA,NA,"BNF","A"
"Wall2014073108",10,"2014-07-31","2014",7,31,212,2014.58082191781,NA,"Wall",8,0,0,NA,NA,"BNF","A"
"Wall2014073108",14,"2014-07-31","2014",7,31,212,2014.58082191781,NA,"Wall",8,0,0,NA,NA,"BNF","A"
"Wall2014073108",12,"2014-07-31","2014",7,31,212,2014.58082191781,NA,"Wall",8,0,0,NA,NA,"BNF","A"
"Wall2014073108",9,"2014-07-31","2014",7,31,212,2014.58082191781,NA,"Wall",8,0,0,NA,NA,"BNF","0"
"Wall2014073108",24,"2014-07-31","2014",7,31,212,2014.58082191781,NA,"Wall",8,0,0,NA,NA,"BNF","0"
"Wall2014080101",34,"2014-08-01","2014",8,1,213,2014.58356164384,NA,"Wall",1,0,0,NA,NA,"TR","A"
"Wall2014080101",21,"2014-08-01","2014",8,1,213,2014.58356164384,NA,"Wall",1,0,0,NA,NA,"TR","A"
"Wall2014080203",7,"2014-08-02","2014",8,2,214,2014.58630136986,NA,"Wall",3,5,5,NA,NA,"BNF","A"
"Wall2014080203",34,"2014-08-02","2014",8,2,214,2014.58630136986,NA,"Wall",3,0,0,NA,NA,"BNF","A"
"Wall2014080203",35,"2014-08-02","2014",8,2,214,2014.58630136986,NA,"Wall",3,0,0,NA,NA,"BNF","A"
"Wall2014080203",4,"2014-08-02","2014",8,2,214,2014.58630136986,NA,"Wall",3,0,0,NA,NA,"BNF","M"
"Wall2014080203",24,"2014-08-02","2014",8,2,214,2014.58630136986,NA,"Wall",3,0,0,NA,NA,"BNF","A"
"Wall2014080204",4,"2014-08-02","2014",8,2,214,2014.58630136986,NA,"Wall",4,6,6,NA,NA,"BNF","M"
"Wall2014080204",9,"2014-08-02","2014",8,2,214,2014.58630136986,NA,"Wall",4,0,0,NA,NA,"BNF","A"
"Wall2014080204",26,"2014-08-02","2014",8,2,214,2014.58630136986,NA,"Wall",4,0,0,NA,NA,"BNF","A"
"Wall2014080204",3,"2014-08-02","2014",8,2,214,2014.58630136986,NA,"Wall",4,0,0,NA,NA,"BNF","A"
"Wall2014080204",10,"2014-08-02","2014",8,2,214,2014.58630136986,NA,"Wall",4,0,0,NA,NA,"BNF","A"
"Wall2014080204",7,"2014-08-02","2014",8,2,214,2014.58630136986,NA,"Wall",4,0,0,NA,NA,"BNF","A"
"Wall2014080602",4,"2014-08-06","2014",8,6,218,2014.59726027397,NA,"Wall",2,6,6,NA,NA,"BNF","M"
"Wall2014080602",21,"2014-08-06","2014",8,6,218,2014.59726027397,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014080602",5,"2014-08-06","2014",8,6,218,2014.59726027397,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014080602",35,"2014-08-06","2014",8,6,218,2014.59726027397,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014080602",3,"2014-08-06","2014",8,6,218,2014.59726027397,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014080602",9,"2014-08-06","2014",8,6,218,2014.59726027397,NA,"Wall",2,0,0,NA,NA,"BNF","A"
"Wall2014080706",29,"2014-08-07","2014",8,7,219,2014.6,NA,"Wall",6,2,2,NA,NA,"BNF","A"
"Wall2014080706",12,"2014-08-07","2014",8,7,219,2014.6,NA,"Wall",6,0,0,NA,NA,"BNF","M"
"Wall2014080708",1,"2014-08-07","2014",8,7,219,2014.6,NA,"Wall",8,4,4,NA,NA,"BNF","A"
"Wall2014080708",34,"2014-08-07","2014",8,7,219,2014.6,NA,"Wall",8,0,0,NA,NA,"BNF","A"
"Wall2014080708",2,"2014-08-07","2014",8,7,219,2014.6,NA,"Wall",8,0,0,NA,NA,"BNF","A"
"Wall2014080708",9,"2014-08-07","2014",8,7,219,2014.6,NA,"Wall",8,0,0,NA,NA,"BNF","0"
"Wall2014080901",21,"2014-08-09","2014",8,9,221,2014.60547945205,NA,"Wall",1,0,0,NA,NA,"TR","A"
"Wall2014080903",9,"2014-08-09","2014",8,9,221,2014.60547945205,NA,"Wall",3,3,3,NA,NA,"BNF","A"
"Wall2014080903",1,"2014-08-09","2014",8,9,221,2014.60547945205,NA,"Wall",3,0,0,NA,NA,"BNF","A"
"Wall2014080903",2,"2014-08-09","2014",8,9,221,2014.60547945205,NA,"Wall",3,0,0,NA,NA,"BNF","A"
"Wall2014080907",29,"2014-08-09","2014",8,9,221,2014.60547945205,NA,"Wall",7,1,1,NA,NA,"BNF","A"
"Wall2014081001",34,"2014-08-10","2014",8,10,222,2014.60821917808,NA,"Wall",1,1,1,NA,NA,"BNF","A"
"Wall2014081405",26,"2014-08-14","2014",8,14,226,2014.61917808219,NA,"Wall",5,0,0,NA,NA,"TR","A"
